Latitude,Longitude,Altitude (m)
-22.329590000,133.400130000,592.6
-22.335550000,133.397700000,595.6
-22.384260000,133.378160000,604.2
-22.429060000,133.360250000,612.1
-22.479440000,133.340190000,624.7
-22.494330000,133.334290000,631.4
-22.495760000,133.333780000,631.0
-22.497660000,133.333320000,633.8
-22.501590000,133.332840000,635.7
-22.547600000,133.327610000,659.2
-22.548330000,133.327570000,661.8
-22.549800000,133.327630000,660.6
-22.551770000,133.327950000,656.3
-22.552570000,133.328170000,655.2
-22.600990000,133.343570000,653.3
-22.603270000,133.344270000,651.0
-22.603980000,133.344440000,650.7
-22.605490000,133.344690000,650.3
-22.607060000,133.344830000,649.6
-22.627220000,133.345140000,654.4
-22.628050000,133.345190000,655.3
-22.629540000,133.345410000,655.6
-22.631050000,133.345760000,656.5
-22.632260000,133.346150000,657.5
-22.704850000,133.377100000,662.4
-22.712780000,133.380540000,660.9
-22.743590000,133.393660000,650.0
-22.790140000,133.413580000,651.0
-22.792960000,133.414710000,652.9
-22.807880000,133.420020000,661.6
-22.809090000,133.420580000,662.3
-22.810510000,133.421470000,662.2
-22.811900000,133.422600000,662.5
-22.812540000,133.423200000,662.4
-22.822870000,133.433200000,671.4
-22.823730000,133.433960000,671.0
-22.934460000,133.529010000,637.9
-22.935110000,133.529620000,637.7
-22.935680000,133.530270000,638.6
-22.937310000,133.532330000,639.4
-22.938000000,133.533010000,639.2
-23.018720000,133.602320000,660.3
-23.041010000,133.621560000,666.2
-23.113010000,133.683280000,682.2
-23.158580000,133.722210000,700.2
-23.198360000,133.756500000,706.7
-23.199120000,133.757150000,705.7
-23.199870000,133.757670000,706.0
-23.200600000,133.758140000,705.3
-23.201330000,133.758530000,704.5
-23.202820000,133.759150000,705.0
-23.203970000,133.759500000,704.9
-23.204780000,133.759680000,705.7
-23.205880000,133.759820000,706.1
-23.207140000,133.759890000,704.9
-23.208810000,133.759780000,705.0
-23.210500000,133.759590000,705.7
-23.211630000,133.759610000,705.1
-23.213050000,133.759730000,706.2
-23.214890000,133.760160000,705.5
-23.253710000,133.772670000,709.8
-23.254550000,133.772870000,710.6
-23.256120000,133.773080000,712.3
-23.256900000,133.773260000,711.0
-23.260970000,133.774550000,711.5
-23.263930000,133.775310000,712.6
-23.266440000,133.776080000,712.3
-23.289650000,133.783490000,705.3
-23.313390000,133.791150000,704.1
-23.453200000,133.836780000,716.0
-23.454650000,133.837210000,716.5
-23.481840000,133.846070000,727.4
-23.516570000,133.857490000,730.0
-23.522680000,133.859450000,730.6
-23.534250000,133.863330000,727.0
-23.540920000,133.865500000,724.3
-23.542400000,133.865910000,722.1
-23.544030000,133.866220000,721.6
-23.550700000,133.867120000,718.9
-23.553180000,133.867660000,714.5
-23.555160000,133.868250000,714.8
-23.556760000,133.868840000,716.9
-23.575950000,133.876390000,706.9
-23.578240000,133.877200000,704.9
-23.580620000,133.877820000,699.7
-23.582920000,133.878260000,700.1
-23.584060000,133.878400000,700.8
-23.600800000,133.879710000,674.8
-23.606130000,133.880510000,684.9
-23.607410000,133.880650000,684.8
-23.608590000,133.880670000,677.0
-23.609410000,133.880630000,674.8
-23.611290000,133.880340000,673.0
-23.612220000,133.880090000,672.3
-23.613320000,133.879680000,671.8
-23.614660000,133.879040000,663.8
-23.615730000,133.878400000,663.8
-23.616930000,133.877540000,665.4
-23.619240000,133.875510000,660.7
-23.620210000,133.874730000,664.4
-23.621300000,133.873950000,667.5
-23.623230000,133.872740000,665.4
-23.631890000,133.867850000,653.3
-23.632990000,133.867160000,654.9
-23.634470000,133.866070000,654.4
-23.635110000,133.865530000,654.8
-23.636450000,133.864240000,649.6
-23.637020000,133.863780000,645.9
-23.638090000,133.863080000,644.6
-23.638990000,133.862630000,641.8
-23.640320000,133.862190000,638.7
-23.641140000,133.862040000,638.1
-23.642010000,133.861950000,639.4
-23.651680000,133.862450000,627.9
-23.652830000,133.862490000,622.2
-23.653910000,133.862430000,621.4
-23.655360000,133.862220000,617.2
-23.656220000,133.861990000,612.3
-23.659960000,133.860690000,608.7
-23.661090000,133.860500000,610.9
-23.662050000,133.860600000,610.9
-23.662830000,133.860840000,609.7
-23.663590000,133.861250000,610.0
-23.664340000,133.861890000,606.4
-23.664760000,133.862350000,604.3
-23.664790000,133.862460000,603.9
-23.667370000,133.866670000,600.2
-23.667450000,133.866720000,600.1
-23.668980000,133.869290000,597.4
-23.669470000,133.869980000,597.0
-23.669830000,133.870380000,595.8
-23.670440000,133.870920000,594.5
-23.672180000,133.872210000,596.4
-23.672230000,133.872290000,595.9
-23.673160000,133.873010000,594.9
-23.674760000,133.874170000,592.7
-23.675300000,133.874440000,593.3
-23.675800000,133.874590000,593.5
-23.676610000,133.874760000,593.0
-23.677340000,133.874790000,593.4
-23.681120000,133.874400000,589.1
-23.684270000,133.874220000,586.4
-23.685440000,133.874100000,588.3
-23.686290000,133.874170000,587.5
-23.687260000,133.874380000,587.1
-23.687960000,133.874620000,587.3
-23.689000000,133.875200000,586.2
-23.691290000,133.876930000,584.4
-23.692550000,133.877960000,582.9
-23.692940000,133.878370000,582.0
-23.693530000,133.879140000,583.7
-23.693790000,133.879380000,584.0
-23.694250000,133.879620000,585.1
-23.694650000,133.879700000,584.8
-23.694900000,133.879680000,584.4
-23.695270000,133.879560000,583.1
-23.696970000,133.878710000,580.4
-23.698870000,133.877950000,579.8
-23.702000000,133.876420000,580.2
-23.704670000,133.875590000,577.7
-23.720650000,133.867620000,569.1
-23.721230000,133.867540000,568.5
-23.721350000,133.867560000,568.4
-23.721720000,133.867830000,568.0
-23.721930000,133.867830000,568.1
-23.722150000,133.867680000,567.8
-23.722310000,133.867310000,567.1
-23.722550000,133.867050000,566.5
-23.722800000,133.866920000,566.4
-23.723260000,133.866830000,566.4
-23.723510000,133.866710000,566.1
-23.724060000,133.866200000,568.2
-23.724360000,133.866000000,570.0
-23.724760000,133.865860000,573.2
-23.725660000,133.865680000,578.7
-23.726440000,133.865370000,579.1
-23.729550000,133.863480000,568.1
-23.730230000,133.863120000,568.9
-23.731020000,133.862850000,569.8
-23.732100000,133.862740000,568.1
-23.732720000,133.862810000,568.6
-23.733250000,133.862930000,568.6
-23.734050000,133.863290000,568.1
-23.736600000,133.864980000,567.0
-23.737000000,133.865290000,566.6
-23.738710000,133.866440000,566.6
-23.740910000,133.867860000,567.2
-23.741060000,133.867900000,566.9
-23.744270000,133.869930000,564.8
-23.745220000,133.870450000,564.1
-23.746510000,133.870920000,565.1
-23.747900000,133.871190000,565.8
-23.757530000,133.872210000,561.0
-23.757810000,133.872360000,561.0
-23.761320000,133.872930000,559.4
-23.761370000,133.873020000,559.2
-23.761440000,133.873040000,559.1
-23.761600000,133.872990000,558.9
-23.763200000,133.873200000,556.6
-23.763920000,133.873280000,556.1
-23.764220000,133.873250000,556.2
-23.765100000,133.873370000,556.2
-23.766180000,133.873610000,557.7
-23.767530000,133.873790000,556.5
-23.773200000,133.874850000,554.4
-23.778040000,133.875790000,554.2
-23.789610000,133.879050000,549.1
-23.789610000,133.879050000,549.1
-23.790210000,133.876680000,549.7
-23.790790000,133.874980000,549.1
-23.792910000,133.869950000,550.0
-23.793200000,133.869350000,550.0
-23.793720000,133.868540000,549.5
-23.809810000,133.849960000,548.8
-23.811520000,133.848010000,548.4
-23.812300000,133.847210000,549.0
-23.813570000,133.845950000,547.4
-23.819720000,133.840480000,549.0
-23.848450000,133.815220000,547.2
-23.854580000,133.809890000,554.7
-23.876350000,133.791500000,570.4
-23.909850000,133.762770000,584.3
-23.930160000,133.742390000,601.3
-23.943340000,133.729070000,609.4
-23.957820000,133.714940000,628.7
-23.959050000,133.713670000,630.0
-24.000300000,133.663880000,591.9
-24.002610000,133.661150000,592.6
-24.004090000,133.659600000,592.0
-24.005860000,133.657940000,591.4
-24.007190000,133.656810000,588.5
-24.009890000,133.654780000,590.4
-24.042600000,133.632370000,598.2
-24.044600000,133.630820000,600.5
-24.046300000,133.629410000,603.3
-24.047600000,133.628230000,606.8
-24.049190000,133.626670000,604.1
-24.054580000,133.621030000,592.9
-24.067390000,133.607420000,607.9
-24.070460000,133.603970000,613.3
-24.074220000,133.599050000,613.8
-24.090310000,133.576060000,605.0
-24.091980000,133.573870000,601.8
-24.093740000,133.571830000,599.9
-24.096110000,133.569460000,595.1
-24.135640000,133.533000000,575.8
-24.138260000,133.530450000,572.2
-24.140040000,133.528510000,568.2
-24.141460000,133.526820000,567.8
-24.142750000,133.525160000,567.8
-24.150690000,133.514570000,567.6
-24.152550000,133.512310000,566.8
-24.153720000,133.511040000,567.2
-24.155210000,133.509540000,568.3
-24.157310000,133.507680000,564.8
-24.158940000,133.506390000,562.0
-24.160240000,133.505450000,562.0
-24.161890000,133.504390000,562.4
-24.163120000,133.503640000,564.2
-24.164460000,133.502920000,564.0
-24.204660000,133.482120000,559.0
-24.207610000,133.480260000,552.2
-24.208810000,133.479370000,552.5
-24.210200000,133.478320000,548.8
-24.224190000,133.466720000,537.0
-24.226050000,133.465170000,539.1
-24.227450000,133.463880000,533.8
-24.228460000,133.462810000,535.6
-24.229660000,133.461410000,533.5
-24.230950000,133.459700000,532.6
-24.237190000,133.449450000,526.4
-24.238200000,133.448050000,527.7
-24.239640000,133.446370000,527.5
-24.240990000,133.445040000,525.9
-24.242070000,133.444140000,528.4
-24.244310000,133.442590000,522.5
-24.245680000,133.441840000,522.3
-24.247530000,133.441010000,520.4
-24.248850000,133.440530000,516.5
-24.250670000,133.440050000,515.3
-24.251910000,133.439820000,518.8
-24.253900000,133.439620000,516.3
-24.257280000,133.439520000,515.8
-24.259030000,133.439330000,517.6
-24.260320000,133.439090000,517.0
-24.261520000,133.438730000,517.7
-24.262660000,133.438210000,515.8
-24.263710000,133.437610000,516.4
-24.271620000,133.432640000,507.3
-24.272650000,133.432080000,507.5
-24.273700000,133.431550000,506.3
-24.274690000,133.431150000,502.7
-24.275750000,133.430790000,500.3
-24.278000000,133.430230000,502.3
-24.279220000,133.430020000,504.9
-24.281350000,133.429900000,506.6
-24.282640000,133.429930000,509.0
-24.284720000,133.430180000,511.4
-24.287440000,133.430820000,512.9
-24.288890000,133.431360000,513.0
-24.290420000,133.432070000,511.0
-24.291750000,133.432790000,510.4
-24.298780000,133.437870000,518.3
-24.301090000,133.439600000,515.3
-24.303300000,133.441530000,512.4
-24.310480000,133.448240000,523.9
-24.325530000,133.461640000,502.2
-24.330000000,133.466160000,495.4
-24.330590000,133.466600000,494.0
-24.331590000,133.467070000,496.8
-24.332160000,133.467230000,497.1
-24.333300000,133.467260000,493.6
-24.333930000,133.467190000,491.6
-24.335130000,133.466800000,488.2
-24.337100000,133.465800000,487.4
-24.337790000,133.465260000,486.3
-24.338390000,133.464620000,487.3
-24.338890000,133.463930000,486.0
-24.339280000,133.463130000,485.3
-24.340200000,133.460620000,483.8
-24.340590000,133.459420000,482.4
-24.343740000,133.450520000,480.4
-24.344350000,133.449180000,480.8
-24.349030000,133.440680000,472.5
-24.350170000,133.438770000,472.1
-24.350810000,133.437820000,471.7
-24.354530000,133.433060000,473.9
-24.355900000,133.431770000,474.1
-24.357330000,133.430720000,472.5
-24.362000000,133.428140000,473.3
-24.364150000,133.426860000,472.8
-24.370550000,133.422420000,477.5
-24.371430000,133.421750000,477.4
-24.372000000,133.421200000,479.5
-24.372740000,133.420390000,480.4
-24.386710000,133.404460000,489.4
-24.387680000,133.403490000,489.1
-24.388450000,133.402810000,488.5
-24.395490000,133.397250000,480.2
-24.397440000,133.395620000,479.7
-24.399820000,133.393770000,477.9
-24.401190000,133.392590000,476.5
-24.401750000,133.392220000,478.0
-24.407430000,133.387630000,476.2
-24.434620000,133.364510000,470.7
-24.435380000,133.363850000,471.6
-24.436470000,133.362750000,471.5
-24.437320000,133.361710000,469.6
-24.437870000,133.360920000,469.5
-24.445300000,133.349010000,457.3
-24.445760000,133.348210000,457.2
-24.446530000,133.346620000,455.4
-24.446870000,133.345710000,455.4
-24.448250000,133.340740000,452.9
-24.448520000,133.339980000,452.2
-24.449240000,133.338370000,453.2
-24.449940000,133.337110000,450.2
-24.450570000,133.336180000,449.9
-24.451750000,133.334780000,450.1
-24.460210000,133.325560000,441.4
-24.461130000,133.324480000,442.0
-24.462170000,133.322930000,441.5
-24.478960000,133.289260000,433.6
-24.479870000,133.287490000,435.5
-24.480600000,133.286340000,436.3
-24.481760000,133.284880000,439.5
-24.482790000,133.283850000,443.2
-24.490670000,133.277450000,433.3
-24.491740000,133.276740000,434.0
-24.492510000,133.276340000,435.0
-24.493990000,133.275830000,436.8
-24.495040000,133.275630000,440.3
-24.497270000,133.275450000,443.4
-24.498280000,133.275210000,440.7
-24.499470000,133.274710000,437.8
-24.499980000,133.274400000,436.4
-24.500710000,133.273820000,436.6
-24.501350000,133.273190000,435.8
-24.501880000,133.272500000,435.5
-24.502480000,133.271410000,433.9
-24.502940000,133.270200000,431.5
-24.504050000,133.266190000,423.6
-24.504340000,133.265360000,422.7
-24.505040000,133.263740000,420.8
-24.505610000,133.262730000,422.9
-24.506310000,133.261670000,428.1
-24.507140000,133.260640000,429.6
-24.508310000,133.259440000,422.6
-24.514510000,133.254300000,426.3
-24.515430000,133.253670000,427.8
-24.516710000,133.252960000,425.1
-24.522820000,133.250400000,428.6
-24.523640000,133.249990000,428.5
-24.524520000,133.249490000,426.3
-24.529860000,133.245790000,425.3
-24.530680000,133.245270000,427.4
-24.531590000,133.244840000,429.4
-24.532070000,133.244680000,430.1
-24.535940000,133.243710000,430.3
-24.536640000,133.243400000,429.1
-24.537480000,133.242940000,429.5
-24.543130000,133.239220000,431.8
-24.544400000,133.238570000,425.0
-24.545340000,133.238240000,423.6
-24.546020000,133.238070000,423.6
-24.546780000,133.237930000,424.0
-24.547520000,133.237870000,424.0
-24.548360000,133.237860000,422.0
-24.549330000,133.237960000,422.5
-24.562240000,133.240880000,429.1
-24.563610000,133.241160000,431.1
-24.564160000,133.241220000,431.1
-24.564750000,133.241270000,430.0
-24.569080000,133.240910000,425.2
-24.570050000,133.240730000,428.9
-24.570770000,133.240480000,429.0
-24.571700000,133.240010000,431.0
-24.572130000,133.239730000,431.5
-24.572720000,133.239270000,430.8
-24.577310000,133.235190000,428.4
-24.577840000,133.234680000,428.6
-24.578470000,133.233940000,428.0
-24.580940000,133.230220000,426.9
-24.581410000,133.229600000,427.1
-24.582220000,133.228790000,426.5
-24.582840000,133.228300000,426.0
-24.583270000,133.227990000,426.0
-24.584240000,133.227460000,427.9
-24.584980000,133.227170000,427.0
-24.594550000,133.224320000,432.3
-24.631980000,133.213240000,443.7
-24.633690000,133.212950000,444.1
-24.640700000,133.212560000,446.2
-24.641720000,133.212470000,447.0
-24.643160000,133.212260000,448.3
-24.643990000,133.212090000,449.4
-24.644660000,133.211870000,448.4
-24.646120000,133.211310000,448.5
-24.663610000,133.203960000,458.6
-24.664250000,133.203620000,459.2
-24.665310000,133.202880000,455.6
-24.666040000,133.202230000,456.6
-24.674570000,133.193160000,448.8
-24.675600000,133.192290000,448.2
-24.676180000,133.191930000,447.4
-24.676930000,133.191550000,447.1
-24.677460000,133.191330000,446.8
-24.678320000,133.191070000,447.8
-24.679780000,133.190880000,448.2
-24.698200000,133.191180000,433.4
-24.699060000,133.191160000,435.2
-24.700260000,133.190940000,436.2
-24.700900000,133.190750000,435.9
-24.701800000,133.190370000,432.1
-24.703050000,133.189640000,434.7
-24.716390000,133.180730000,421.6
-24.717240000,133.180250000,421.9
-24.717920000,133.179950000,422.5
-24.718750000,133.179660000,424.7
-24.719520000,133.179510000,424.5
-24.720070000,133.179450000,424.1
-24.720930000,133.179440000,424.6
-24.721620000,133.179490000,422.3
-24.722640000,133.179720000,422.8
-24.723290000,133.179910000,424.4
-24.728060000,133.181810000,423.1
-24.729100000,133.182180000,420.6
-24.730370000,133.182480000,420.6
-24.731120000,133.182600000,420.3
-24.733080000,133.182700000,416.5
-24.738400000,133.182750000,417.1
-24.739640000,133.182930000,415.1
-24.740400000,133.183150000,416.4
-24.741010000,133.183400000,416.3
-24.742050000,133.183930000,416.0
-24.742970000,133.184610000,417.2
-24.743800000,133.185390000,416.5
-24.745030000,133.186700000,412.3
-24.745910000,133.187440000,413.2
-24.746770000,133.187890000,414.5
-24.747230000,133.188070000,414.6
-24.747920000,133.188250000,414.3
-24.748490000,133.188300000,414.5
-24.749080000,133.188310000,415.8
-24.750190000,133.188100000,415.7
-24.750770000,133.187900000,415.6
-24.751740000,133.187360000,418.6
-24.752220000,133.186990000,417.4
-24.752950000,133.186260000,416.3
-24.755320000,133.183760000,416.4
-24.756040000,133.183160000,416.3
-24.756660000,133.182760000,416.1
-24.757480000,133.182390000,417.9
-24.758230000,133.182140000,416.7
-24.772380000,133.179290000,414.1
-24.773970000,133.179030000,413.4
-24.776450000,133.178890000,412.9
-24.778590000,133.178920000,413.1
-24.781330000,133.179280000,412.5
-24.800200000,133.182680000,418.3
-24.801470000,133.182990000,422.9
-24.802460000,133.183340000,422.2
